,reactions,size,EX_btd_RR_e,biomass,fva_min,fva_max
0,"{'GCALDD', '4HTHRA', 'TRPAS2'}",3,2.242850213316052,0.09447116663615002,0.0,3.245942857142857
1,"{'MCTP2App', 'PGMT', 'TRPS3', 'PAI2T'}",4,8.551318542160402e-10,0.2853245923962183,0.0,0.03448607594942965
2,"{'GMHEPK', 'ACACT2r', 'XAND', 'TRPAS2'}",4,1.455196070310194e-07,0.2829885639666584,0.0,0.034486075949424766
3,"{'NDPK2', 'GCALDD', '4HTHRA', 'ACACT1r'}",4,2.2444453434971123,0.09358299910973918,0.0,3.2459428571428584
4,"{'NDPK2', 'MAN6PI', 'GCALDD', '4HTHRA'}",4,2.2443505331168927,0.09435831845440974,0.0,3.245942857142855
5,"{'PGMT', 'GCALDD', 'PYK2', '4HTHRA'}",4,2.242596996661149,0.09451619132108534,0.0,3.2459428571428575
6,"{'GCALDD', 'KDOCT2', '4HTHRA', 'PYK2', 'ECOAH2'}",5,2.242706396656352,0.09373828609448502,0.0,3.24594285714286
7,"{'PPM', 'GCALDD', '4HTHRA', 'NDPK2', 'GRXR'}",5,2.2443515005604557,0.09435831845444244,0.0,3.2459428571428544
8,"{'GMHEPAT', 'GCALDD', 'TRPAS2', '4HTHRA', 'PGL'}",5,2.2428511819158703,0.0944711666362496,0.0,3.245942857142858
9,"{'KDOCT2', 'ACACT2r', 'TRPAS2', 'NDPK2', 'PGL'}",5,1.668794311626698e-07,0.28252010963390506,0.0,0.03448607594935216
